seats_x,is_trial_x,total_usage,avg_usage_duration,total_errors,beta_feature_used,ticket_count,avg_resolution_time,avg_first_response,avg_satisfaction,escalations,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,auto_renew_flag,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_x_Enterprise,plan_tier_x_Pro,plan_tier_y_Enterprise,plan_tier_y_Pro,billing_frequency_monthly,churn_probability,health_score,risk_segment
11,False,993,2877.408163265306,45,True,3.0,35.666666666666664,128.33333333333334,4.0,0.0,11,539,6468,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,0.005,99.5,Low Risk
15,True,552,2578.0819672131147,34,True,1.0,16.0,99.0,3.0,0.0,18,3582,42984,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,0.005,99.5,Low Risk
18,False,793,3070.2375,53,True,4.0,21.0,34.0,3.5,0.0,18,342,4104,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,100.0,Low Risk
8,False,782,3195.72,43,True,6.0,16.0,88.0,4.0,1.0,8,392,4704,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.0,100.0,Low Risk
33,False,558,2998.285714285714,31,True,7.0,40.42857142857143,76.0,3.8,0.0,33,1617,19404,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,0.87,13.0,High Risk
11,False,993,2877.408163265306,45,True,3.0,35.666666666666664,128.33333333333334,4.0,0.0,19,3781,45372,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,0.02,98.0,Low Risk
3,False,298,3131.1,19,True,5.0,27.2,74.6,5.0,0.0,7,133,1596,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.005,99.5,Low Risk
5,False,765,3311.891891891892,41,True,3.0,52.666666666666664,70.0,4.0,0.0,7,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.01,99.0,Low Risk
105,False,685,3119.4117647058824,30,True,2.0,38.5,75.0,3.5,0.0,105,5145,61740,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,0.015,98.5,Low Risk
92,False,685,3337.190476190476,32,True,5.0,29.2,95.0,3.75,0.0,92,4508,54096,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,100.0,Low Risk
14,False,599,3375.425925925926,19,True,6.0,29.666666666666668,129.83333333333334,4.25,0.0,14,266,3192,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,0.0,100.0,Low Risk
13,False,410,2898.3863636363635,45,True,5.0,28.6,99.0,4.0,0.0,93,4557,54684,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0.055,94.5,Low Risk
21,True,808,3064.2168674698796,46,True,3.0,24.666666666666668,89.66666666666667,5.0,0.0,56,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,0.01,99.0,Low Risk
20,False,614,3369.4918032786886,25,True,7.0,38.285714285714285,110.42857142857143,3.5,0.0,20,380,4560,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,100.0,Low Risk
13,True,543,2949.627450980392,35,True,3.0,32.666666666666664,88.0,5.0,0.0,13,247,2964,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,0.01,99.0,Low Risk
21,False,232,2754.7272727272725,8,True,4.0,26.25,120.5,4.0,0.0,22,418,5016,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.02,98.0,Low Risk
80,True,412,2691.2727272727275,23,True,3.0,28.666666666666668,35.333333333333336,4.0,0.0,80,3920,47040,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.01,99.0,Low Risk
44,False,481,3402.02,31,True,4.0,37.5,116.5,3.75,0.0,44,8756,105072,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.0,100.0,Low Risk
15,True,307,3019.2,12,True,6.0,31.833333333333332,75.66666666666667,3.3333333333333335,1.0,15,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,0.025,97.5,Low Risk
7,False,561,3381.5272727272727,29,True,4.0,28.0,82.0,5.0,1.0,16,304,3648,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.025,97.5,Low Risk
12,False,864,3103.5402298850577,42,True,4.0,57.5,106.0,3.6666666666666665,0.0,12,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,0.015,98.5,Low Risk
32,False,612,2848.8387096774195,36,True,3.0,41.0,91.0,3.5,0.0,32,1568,18816,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,0.02,98.0,Low Risk
29,False,517,2745.4,26,True,3.0,36.333333333333336,88.33333333333333,4.5,0.0,29,551,6612,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,100.0,Low Risk
117,False,488,2954.5102040816328,33,True,4.0,39.25,76.25,4.0,0.0,117,23283,279396,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.015,98.5,Low Risk
2,False,540,3189.581818181818,23,True,5.0,24.8,102.8,4.0,1.0,7,1393,16716,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,0.005,99.5,Low Risk
25,False,768,3372.2297297297296,32,True,0.0,0.0,0.0,0.0,0.0,25,4975,59700,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.005,99.5,Low Risk
3,False,461,3092.9565217391305,31,True,5.0,28.8,96.4,4.0,0.0,8,152,1824,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,0.03,97.0,Low Risk
33,False,558,2998.285714285714,31,True,7.0,40.42857142857143,76.0,3.8,0.0,33,6567,78804,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0.91,9.0,High Risk
18,False,571,3273.7454545454543,35,True,5.0,37.4,97.2,3.75,0.0,22,1078,12936,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.005,99.5,Low Risk
8,False,586,2878.3571428571427,28,True,5.0,42.2,107.4,4.333333333333333,0.0,25,475,5700,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.91,9.0,High Risk
8,False,782,3195.72,43,True,6.0,16.0,88.0,4.0,1.0,25,1225,14700,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,0.025,97.5,Low Risk
36,False,818,3350.098765432099,27,True,3.0,48.333333333333336,43.0,3.5,0.0,36,7164,85968,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0.995,0.5,High Risk
148,True,486,3506.4583333333335,20,True,5.0,45.2,101.6,3.8,0.0,148,7252,87024,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.005,99.5,Low Risk
25,False,768,3372.2297297297296,32,True,0.0,0.0,0.0,0.0,0.0,25,1225,14700,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.015,98.5,Low Risk
8,False,438,3301.4418604651164,18,True,4.0,48.25,94.25,3.0,0.0,8,392,4704,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,0.01,99.0,Low Risk
31,False,438,3632.025641025641,18,True,4.0,47.5,98.0,3.0,1.0,31,6169,74028,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,0.0,100.0,Low Risk
37,False,689,2987.5072463768115,61,True,2.0,39.0,167.0,5.0,0.0,37,703,8436,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.015,98.5,Low Risk
5,True,519,3356.1875,31,True,1.0,16.0,1.0,0.0,0.0,5,95,1140,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,0.0,
7,False,473,3081.978723404255,16,True,3.0,58.0,76.0,3.0,0.0,17,833,9996,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,0.025,97.5,Low Risk
15,True,552,2578.0819672131147,34,True,1.0,16.0,99.0,3.0,0.0,39,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.06,94.0,Low Risk
1,False,679,2764.605633802817,30,True,0.0,0.0,0.0,0.0,0.0,85,4165,49980,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.095,90.5,Low Risk
22,False,514,3204.7924528301887,34,True,6.0,23.333333333333332,100.5,4.0,0.0,22,418,5016,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,0.02,98.0,Low Risk
1,True,713,3028.6521739130435,38,True,3.0,36.333333333333336,115.0,4.0,1.0,12,588,7056,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,0.995,0.5,High Risk
50,False,682,3078.1617647058824,47,True,6.0,43.0,67.5,3.2,0.0,50,9950,119400,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,0.005,99.5,Low Risk
46,False,635,2671.0615384615385,43,True,7.0,38.285714285714285,61.57142857142857,4.0,1.0,46,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0.04,96.0,Low Risk
10,False,92,3262.9,0,False,6.0,23.166666666666668,112.0,4.25,1.0,10,190,2280,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0.135,86.5,Low Risk
1,False,444,3168.6444444444446,19,True,3.0,34.666666666666664,79.33333333333333,5.0,0.0,11,209,2508,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,0.01,99.0,Low Risk
12,False,296,2784.5666666666666,16,True,4.0,64.25,79.25,4.5,1.0,77,1463,17556,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.07,93.0,Low Risk
73,False,869,2921.906976744186,54,True,4.0,43.25,92.5,4.5,0.0,73,3577,42924,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.005,99.5,Low Risk
15,False,505,2896.7755102040815,33,True,5.0,30.6,115.0,3.3333333333333335,0.0,15,735,8820,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,100.0,Low Risk
47,False,696,3242.3698630136987,60,True,2.0,42.0,38.0,3.0,0.0,47,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.99,1.0,High Risk
45,True,420,3518.268292682927,14,True,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0,59,11741,140892,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.795,20.5,High Risk
5,False,373,3640.9444444444443,17,True,6.0,36.666666666666664,124.66666666666667,4.0,0.0,5,245,2940,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,0.035,96.5,Low Risk
7,False,681,3559.630769230769,39,True,5.0,17.8,57.0,4.0,0.0,7,133,1596,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.005,99.5,Low Risk
38,False,461,3128.744680851064,32,True,3.0,26.666666666666668,107.33333333333333,4.0,0.0,38,722,8664,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.0,100.0,Low Risk
2,False,667,3088.107692307692,32,True,2.0,66.0,79.0,4.0,1.0,14,686,8232,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,0.03,97.0,Low Risk
14,False,346,2266.3055555555557,19,True,5.0,32.8,68.4,4.333333333333333,0.0,25,4975,59700,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.01,99.0,Low Risk
9,True,506,2459.1923076923076,23,True,4.0,44.75,53.5,4.5,0.0,36,1764,21168,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,0.015,98.5,Low Risk
23,False,659,3384.064516129032,31,True,3.0,6.333333333333333,103.33333333333333,4.0,0.0,44,2156,25872,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.915,8.5,High Risk
46,False,635,2671.0615384615385,43,True,7.0,38.285714285714285,61.57142857142857,4.0,1.0,46,874,10488,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0.02,98.0,Low Risk
1,True,321,2739.657142857143,26,True,4.0,44.0,57.25,4.0,1.0,63,12537,150444,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.075,92.5,Low Risk
59,False,167,2555.823529411765,16,False,7.0,33.0,78.0,4.2,0.0,59,11741,140892,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.045,95.5,Low Risk
19,False,650,2893.1612903225805,37,True,3.0,45.333333333333336,102.66666666666667,4.5,0.0,45,8955,107460,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,0.005,99.5,Low Risk
1,True,738,3010.7916666666665,39,True,2.0,47.5,79.0,4.0,0.0,43,817,9804,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0.005,99.5,Low Risk
37,True,653,3154.640625,30,True,4.0,24.0,90.75,3.5,0.0,59,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,99.0,Low Risk
16,False,424,3204.5641025641025,30,True,5.0,45.4,91.8,3.6666666666666665,0.0,16,3184,38208,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.025,97.5,Low Risk
20,False,601,2990.4920634920636,34,True,3.0,29.333333333333332,90.0,4.666666666666667,0.0,20,3980,47760,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,0.0,100.0,Low Risk
15,False,604,3604.322033898305,43,True,1.0,17.0,132.0,4.0,1.0,31,6169,74028,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,0.95,5.0,High Risk
11,False,556,3186.660714285714,37,True,4.0,42.25,130.25,4.0,0.0,19,3781,45372,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.92,8.0,High Risk
19,False,441,2902.108695652174,35,True,5.0,33.4,80.6,4.0,1.0,19,3781,45372,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,0.015,98.5,Low Risk
8,True,601,3254.9310344827586,29,True,2.0,41.5,48.5,5.0,0.0,31,1519,18228,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,0.91,9.0,High Risk
8,False,509,2956.04,29,True,10.0,42.5,101.8,3.7142857142857144,0.0,8,1592,19104,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.955,4.5,High Risk
5,False,474,3720.717391304348,20,True,7.0,27.714285714285715,86.14285714285714,4.2,1.0,10,190,2280,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.015,98.5,Low Risk
27,False,300,2819.3125,15,True,1.0,64.0,136.0,0.0,0.0,30,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0.835,16.5,High Risk
